"id","abstract_text"
"8789432","The various forms of the HIV-1 envelope (Env) glycoproteins do not serve as ideal immunogens because  they poorly induce Abs (Abs) with broad anti-viral functions, and the Ab response lasts <6 months. To  overcome these limitations, epitope-scaffold immunogens can be used to focus the Ab response on  vulnerable sites on the Env;however, the design of HIV epitope-scaffold immunogens has been fraught with  many failures. Nevertheless, epitope-scaffold vaccines candidates have been successfully developed  against influenza and Neisseria, and we and others have succeeded in designing several V3-scaffold and V3  peptide immunogens with demonstrable antigenicity and immunogenicity, resulting in the induction of HIV-1  cross-clade neutralizing Abs. In this Project, we propose to focus the immune response on the V2  region of gpl 20. Until recently, this region was virtually overlooked as a target for vaccine development,  but its importance as a vaccine target has been recently supported by data showing that anti-V2 Abs can be  highly cross-reactive, display neutralizing activity, capture virus particles, and block gp120/a4p7 interaction.  Support for pursuing V2 as a promising antigen for vaccine design also comes from pilot studies with  specimens from the RV144 clinical vaccine trial. For this Project, we will apply the platform we developed for  generating V3-scaffold immunogens to the production of V2-scaffold immunogens to be used for boosting  the Ab response after priming with DNA Env. For Aim 1.1, we will construct V2 inserts for scaffolded  immunogens based on the fine specificity of human V2 polyclonal and monoclonal Abs (mAbs), and on  bioinformatics and molecular modeling data. In Aim 1.2, we will assess the prevalence and function of anti-  V2 Abs of different specificities and clarify how these differ relative to the infecting HIV clade. For Aim 1.3,  we will select and characterize new human V2-specific mAbs derived from non-clade B-infected donors from  Cameroon infected with the clades that induce the most broad and functional anti-V2 Abs. Finally, after  selecting V2-scaffold proteins which, from the results of Aim 1.2 and 1.3, react with the most broad, potent  and multifunctional anti-V2 polyclonal and mAbs, we will, in Aim 1.4, test the immunogenicity of selected V2  scaffold boosting immunogens in rabbits and non-human primates after priming with Env DNA. The  ultimate goal of this Project is to induce antl-V2 Abs in rabbits and non-human primates that display  cross-clade anti-viral activities that mediate protection."
"8733196","    DESCRIPTION (provided by applicant): The proposed research offers a unique opportunity to provide exposure-response estimates between measured occupational biomechanical stressors, non-occupational physical activities, demographics, medical history, psychosocial factors;and risk of carpal tunnel syndrome (CTS), lateral epicondylitis (LEPI), and medial epicondylitis (MEPI). Three prospective cohort studies will pool data from 35 US workplaces, representing a wide range of occupations, industries, and physical exposure levels. 1,973 employees were enrolled and 1,698 were followed for up to 110 months (average follow-up = 34 months). Comprehensive data are available on each worker's biomechanical stressors, physical examination maneuvers, and median and ulnar nerve conduction studies at the wrist. Exposure-response relationships will be estimated between biomechanical stressors and the prevalence and incidence of: CTS, LEPI, and MEPI, while adjusting for relevant effect modifiers and confounders. Measures of biomechanical stressors used in this study include established models of ACGIH Threshold Limit Value (TLV) for Hand Activity Level (HAL), and the 1995 Strain Index (SI), as well as newly developed models: (i) Revised Strain Index (RevSI), (ii) Composite Strain Index (COSI), and (iii) Cumulative Strain Index (CUSI). Comprehensive physical exposure data from these studies feature: (i) individual worker exposure with changes in exposure over time, and (ii) detailed data for each combination of force, repetition, and posture (sub-task data). These data allow us to model biomechanical stressors in detail not previously possible using innovative approaches such as RevSI, COSI, and CUSI. The three sites all have comprehensive data on potential confounders and covariates including worker demographics, past medical history, non-occupational hobbies and activities, and psychosocial factors. All sites used matching case definitions for CTS, LEPI, and MEPI that included symptoms plus physical maneuvers and nerve conduction studies. Pooling existing data across the three studies will enable us to estimate the magnitude and shape of the relative risk function across a wider range of biomechanical stressors: (i) with improved confidence and precision, (ii) for workers with job rotation, and (iii) for tasks with multiple combinations of force, repetition, and posture. Results from this proposed research will help employers to design safe and productive jobs and provide public-health agencies and occupational health researchers with information to more effectively guide prevention programs.         "
"8652325","11.1. Overview: The Operations Core (OC) will function as the unit responsible for centralizing, directing, and  monitoring all scientific and administrative functions of the CCCR, including the Principal Research Core and  the Research Methods Core (Figure 1). In addition, the OC will have the critical responsibility of organizing the ongoing  and consistent interface between CCCR investigators, scientific consultants, and key representatives  from the Collaborative and Family Advocates Research Boards. Specific responsibilities of the OC include:  administrative, organizational, and scientific management and oversight;data management and statistical  consulting;human subjects protections and incorporation of issues specific to culture, race, ethnicity and urban  context into all studies supported by the CCCR. In addition, the OC will organize training for experienced and  new investigators, mentoring and sponsor career development opportunities. Section 11.2 overviews the aims,  while 11.3 highlights the guiding collaborative research frameworks. Sections 11.4 through 11.8 describe  staff/collaborators and,Section 11.9 summarizes specific OC responsibilities. Table 1 (provided in the response  to the reviewer comments) overviews the connection between critical challenge areas within the field of child  mental health services research and the aims of the OC and proposed functions."
"8729690","    DESCRIPTION (provided by applicant): This is a competitive renewal application to study the role an atypical homeodomain protein called Hopx that is expressed in the heart. My laboratory discovered Hopx about 10 years ago, and we have shown that it functions, at least in part, by recruiting histone deacetylases (HDACs) to transcription complexes. This work, funded by this grant, led to numerous high-profile publications, patent applications, and it has spurred our efforts in collaboration with the private sector to translate the findings and bring new therapies for heart failure to the clinic. Our mechanistic studies have shown that Hopx does not bind directly to DNA, but that it is a component of cardiac repressor complexes. Hopx is expressed by cardiac progenitor cells at early time-points of murine embryogenesis, just after Nkx2-5, at ~E8.0, and inactivation of Hopx leads to partially penetrant embryonic lethality and thin myocardium. Cardiac progenitors that express Nkx2-5 are multipotent and can produce myocardial, smooth muscle or endothelial lineages. However, Hopx-expressing progenitors are committed to the myocardial lineage. Our data suggest that fate decisions of cardiac precursor cells are biased by Hopx dose and activity. We hypothesize that Hopx is an extremely early (perhaps the earliest) marker of committed myocardial cells and that Hopx functions to reinforce the myocardial lineage choice by recruiting HDACs and other transcription cofactors to repress critical mediators of alternate fates and of the multipotent state. Understanding how myocardial fate decisions are executed and reinforced will inform our ability to enhance regenerative therapies and instruct stem and progenitor cells to produce functional myocardium.         "
"8605301"," ABSTRACT: The human infant is typically sterile in utero and then born into a world dominated by microbes, which selectively assume residence of the body surfaces and enteric tract of the newborn. The assembly of the early human microbiome is particularly an issue relevant to the very low birth weight (VLBW;<1500 g) infant, where infection and activation of immunological and inflammatory responses produce acute morbidity and mor- tality and exacerbate co-morbid diseases of the eyes, enteric tract, and central nervous system. However, the selective forces that alter primary colonization and secondary persistence of more or less pathogenic microbes within the developing microbiota are not well understood, particularly in humans. Specifically, the extent to which colonization is recognized by the adaptive immune response and how the adaptive responses contribute to shaping the microbiome of the premature infant, and how the microbiome influences concurrent and subse- quent adaptive immune development, is poorly understood. The immediate goal of the proposed research is to identify antigens from the pioneering microbiome of the intestine in the preterm infant that are recognized by natural birth antibodies and the adaptive humoral response. This work will then determine whether and how the peripheral and mucosal antibody response alters the dynamics of secondary colonization. The central hypoth- esis is that natural antibodies present at birth modify primary colonization while antigens of pioneering Gram negative enteric bacteria drive adaptive antibody responses that alter secondary colonization and long-term immune memory. The hypothesis will be addressed through an innovative combination of molecular tools in the following aims: 1) To determine the relationship between natural and adaptive antibodies and colonization of the VLBW infant intestinal tract, 2) To determine the specificity of breast milk IgA to the breast milk microbi- ome and the early intestinal microbiome in the VLBW infant, and 3) To measure the specific antigens of the neonatal microbiome recognized by antibodies in the first year of life. These studies will uniquely define the constellation of antigens recognized by preterm infant and maternal natural and adaptive antibodies as the in- fant becomes colonized. By determining the dynamic interface between mucosal antibody response and spe- cific antigens recognized by the newborn human host, new interventions may be envisioned through which to alter primary and secondary colonization of infants through stimulation of natural and adaptive antibodies. In turn these advents may lead to approaches to alter long-term outcomes including infectious diseases, allergy, and metabolic syndrome."
"8709837"," Virini Dprtmntof AgriultreadCnumrServie AdvnigCnfrmne wit   teVlntryNtinl RtilFo RgultoryPrgramStnars PrjctSmmry/Prpsl Astrct TeVirgii Dprtmnt ofAgricltur nd CnsumrSrvics (DC)is sekingfnig from teU.S.Fo nd DrgAmiistrtinudrRA -D -2-1 tosuprttedprtmnt's cnfrmncewit teVolntryNtinlRtilFo RglatryPrormStnards (VNRRPS). h amutof fnigreqestdis$5,00. TeFo ndDru Amiistrtin (DA), Office ofRegltoryAffirs(ORA), ivsonof eerl-Stat Rltins (DSR) n teCnter forFodSafetyadAplidNtritin(CSAN), isanucigteavilailityofcoertiv agremntstobeawre nerLimitd Cmetitin. Tisoprtnityisolyavilbl t Stt,lcl,territoril,or trialretil fod regltryproramswit rimaryregltoryrsosiilityfor retil fo estblismnts tatare crrntlyerlldi te VNRRPSadhv cmltdacurrntsl-sf sssmnt agistte RtilProgramStnardsas reqirdbyStnar . TeVDACSOffic ofDairy...Fos,Fo Safety...ScrityProgram metsall reqirmntsto e ligil fortisfnig. Te programsrvsas n oftte[unreadable]ssptarimryretil fod regltryproramsadiscurrntlyerlldi th VNRRPS. Teprorm'sls- tslf asesment agist te RtilProgramStnards s reqirdbyStnar  wscmletdon Mrc 1,212. Avrifictinaditwscmltdo Jne2,212 ndcnfirmdtat te rogramdes metStnar 7 - IdstryadCommnityRltins. udigprvie yte RAwillb tilizdt cntiu teprorm'scnfrmnc wit te VRFPS b imlmntigprcdres tatpromt ctiv mnagril cotrl ofterisk fctors mstcommnlyasscitdwit foboreillessi fodestblishmnts. Secificlly te fnigwillb sdt metStnard2 -Trie RglatryStaff- by aloingthe rogram t irea aditinlemlyetatwul e rsosil forStnarizigadRe- Stnarizig fodisectinstaffwiti te requirdtimeframsasotlie i teStna r. I ditin tispersnwul ersonsil frdraftigadimlmntin rcdurs tat wul nac teprorm 'sailityt cnfrmwit Stnar 3I-sectinProgramBsdon HACCPPricils;Stnar 4 -UiformIspctinProgram;Stnar 6 -Comlinc n  Eforcemnt;ad Stndr 8 -ProramSportadRsurcs ."
"8701176","Clostridium difficile is a toxin-producing bacterium that is a frequent cause of hospital-acquired and  antibiotic-associated diarrhea. The incidence and severity of C. difficile infection (CDI) are increasing, in parallel with increases in community-acquired infections, making CDI a major public health problem.  Following inoculation, patients may clear C. difficile from their intestinal tract, become asymptomatically colonized, or develop CDI, ranging in severity from mild diarrhea to fulminant colitis and/or death. Older adults are disproportionately affected by CDI, experiencing greater morbidity and mortality. Antibiotics treat CDI, but refractory disease and relapses occur. Major gaps exist in our understanding ofthe host and microbial factors that determine the outcome of human contact with C. difficile. The broad objective of this ERIN CRC is to develop innovative approaches to the diagnosis, prevention, and treatment of CDI based on understanding the molecular mechanisms of disease. The goals of this Proiect are to use genomic information obtained from clinical C. difficile strains, to identify microbial determinants of infection and develop a rapid, high-throughput assay to predict the clinical behavior of individual C. difficile strains. We hypothesize that there is a genomic basis for the different clinical presentations of C. difficile (colonization, mild or severe infection, and relapse) in susceptible hosts. The Specific Aims of this  proposal seek to: (1) Establish a collection of isolates that spans the genetic diversity of C. difficile  associated with both asymptomatically colonized adults and those with initial and recurrent infection;(2) Perform a comparative phylogenomic analysis of representative C. difficile isolates obtained from Aim 1;and (3) Develop a high-throughput single nucleotide polymorphism (SNP) typing system for the rapid discrimination and risk-assessment ofC. difficile infection. This project will collect clinicoepidemiological data, biological specimens and C. difficile strains, which will be used in all three major projects of this ERIN."
"8832003","    DESCRIPTION (provided by applicant): Currently, approximately 7 million Americans use hearing aid devices, which usually use compact Zn-air batteries. These batteries are relatively inexpensive, safe to use, and easy to dispose of, but only work for approximately 1 week before needing to be replaced. Practically all other modern gadgets (cell phones, computers, etc.) now utilize rechargeable lithium-ion (Li-ion) batteries, which have lower charge capacity and need frequent (practically daily) recharging. Although frequent recharging may be acceptable for gadget users, it may create potentially a life threating situation for users of medical devices. Th frequent need to replace or recharge hearing aid batteries creates a logistical problem for users, especially for seniors, who constitute the largest segment of hearing aid users. In response to the NIH National Institute on Deafness and Other Communication Disorders (NIDCD) request for new rechargeable batteries for hearing aid devices, Physical Optics Corporation (POC) proposes to develop a new High-Capacity Li-ion Rechargeable (HCLIR) battery. The significant (fourfold) increase in the battery capacity, compare to the current capacity of Li-ion batteries wil be achieved with a new silicon (Si) microporous anode. Si has an outstanding lithium (Li) insertion capacity, which is 10 times higher than conventional graphite, but suffers from large volume changes while absorbing and releasing Li. The proposed anode structure not only significantly increases surface area available for the reaction with Li, but also permits material extension, thus allowing for multiple charge/discharge cycles. As a result of this innovation, the proposed compact battery (size A312) will be capable of storing energy sufficient for approximately 1 week of hearing aid operation without recharging. Users will be able to recharge the battery using the same (or similar) charger they use for their cell phones and other gadgets, with an additional compartment for a small size battery. The cost of the proposed battery will be completely recovered after several months of use, while its service life will be several years long. In Phase I, POC will demonstrate the feasibility of the proposed A312 size battery with a Si microporous anode by optimizing the battery design, fabricating battery prototypes, measuring their capacity, and demonstrating their capability to withstand multiple charge/discharge cycles. In Phase II, POC will optimize the manufacturing technology to reduce battery cost. We will also certify the developed battery according to ANSI/IEC requirements. Successful accomplishment of the proposed development will directly benefit millions of hearing aid users. The proposed technology can be modified easily for use in other medical devices and for a broad commercial market for numerous electronic devices which utilize Li-ion batteries.        "
"8757072","    DESCRIPTION (provided by applicant): This is the amended competing renewal application of the Study of Women's Health Across the Nation (SWAN), a 7-site longitudinal cohort study initiated in 1994 in response to RFA AG-94-002. SWAN was mandated ""to characterize the chronology of the biological and psychosocial antecedents and sequelae of the menopausal transition (MT) and the effect of this transition on subsequent health and risk factors for age- related disease"", and to extend this information from White women to ""...the range of peri-menopausal experiences in women of other racial/ethnic background(s)."" A total of 3302 Black, Chinese, Japanese, Hispanic and White women were enrolled, with 78% completing up to 13 visits spanning the premenopause to early post-menopause (PM). Thus far, SWAN has described the natural history of the MT -- its timing, patterns of hormonal changes, and symptoms and factors related to them - and their relation to disease risk indicators. During SWAN V, we will extend observations through the late PM, a necessary step to assess the impact of the MT on age-related diseases. Our specific aims are to: 1) complete the characterization of the natural history of reproductive aging through the late PM;2) evaluate the impact of reproductive aging through the late PM on health outcomes clinically relevant to women in their 60s and 70s, including: cognitive and physical function, psychological well-being, sleep, bone and cardiometabolic health, urogenital symptoms, sexual function and vaginal health;and 3) identify potential underlying mechanisms linking reproductive aging and health by assessing the relation of inflammation, hemostasis and adipokines to the occurrence and progression of biological, functional and clinical outcomes and delineating the interrelationships of body size and composition, race/ethnicity and socioeconomic status with these outcomes. The SWAN V Core protocol will be completed at 7 study sites, with bone and cardiovascular studies at 4 sites and actigraphy studies in a subset of women at all sites. Longitudinal specimens from the SWAN Repository will enable characterization of skeletal markers, adrenal hormones, hemostasis, inflammation, and adipokines across the MT into PM. The Coordinating Center will provide the necessary organizational infrastructure, statistical resources, and timely dissemination of high quality SWAN data. The CLIA-certified Central Laboratory will perform or coordinate with other laboratories to provide accurate, high volume assays, adopting new methods as needed to provide state- of-the-art data. SWAN is uniquely positioned to fill important scientific gaps in understanding of the impact of the MT on women's health in their 60s and 70s and to facilitate the application of new knowledge to clinical practice. With 1.5 decades of both calendar time and ""menopause time"", SWAN V can disaggregate the contributions of aging and the MT to women's health, address difficult and critical questions about the temporal nature of MT-disease associations, assess differences by race/ethnicity, and provide insights into modifiable factors relevant to the design of innovative prevention and treatment programs for aging women.        "
"8695864","    DESCRIPTION (provided by applicant): The basic concept of personalized medicine is to tailor the treatment for a patient based on his or her genetic makeup, clinical conditions and other personal characteristics to improve efficacy and safety. The coming of the big data era enables us to characterize individual in fine pictures and make the ""personalized"" clinical decision truly personalized. Such an approach has great potential for improving disease prevention, diagnosis and treatment. For example, in a typical randomized clinical trial aiming for proving the efficacy of a treatment, the final conclusion is drawn based on the average treatment effect in the entire study population. It is possible that while the average treatment effect is near null, the treatment may still be beneficial to a subgroup of patients whose identification prior to the treatment is thus very important. The overall objective of statistical analysis in this area is to provide a data-based empirical estimator for the personalized treatment effect, which can be used to identify subgroup of patients who may benefit the most from a treatment. In this study, we first propose to develop robust statistical methods for estimating the group-specific treatment effect. The proposed approach incorporating many existing methods as special cases depends on minimum model assumptions and provides a general framework for generalization and improvement. We will also discuss how to use the estimated personalized treatment effect to stratify patient population into clinically meaningful strata for better assisting the decision making of clinicians. Secondly, we will study a regularize principal components analysis method for dimension reduction in structured high-dimensional data. The output from the analysis can be used to summarize the characteristics of individual patient as well as for predicting future clinical outcomes of interest. Multiple methods can be used to estimate the treatment effect and form the corresponding treatment selection strategy. Therefore it is important to evaluate and compare the performance of such strategies. Thus our last aim is to develop a systematic robust procedure for evaluating the performance of the personalized treatment effect estimation and associated treatment selection strategy.        "
"8634111","Phosphonic acids are a potent, yet underexploited, group of compounds with great promise in the treatment of  human disease. Numerous structurally distinct phosphonates are produced in nature and many have useful  bioactive properties. Importantly, the biological targets of phosphonic acids vary substantially, allowing them to  be used for treating a variety of health conditions. The potent bioactivity of phosphonates also allows their use  as fungicides, herbicides and pesticides. In our Initial funding period we showed that phosphonate biosynthesis  is surprisingly common in nature and that a wealth of uncharacterized natural products await characterization.  In this sub-project we propose a series of molecular, genetic and biochemical experiments aimed at exploiting  and expanding these discoveries."
"8777693","DESCRIPTION provided by applicant -Lactamase-mediated bacterial resistance continues to evolve toward a broader substrate spectrum, including the most potent -lactam antibiotics, the carbapenems. New carbapenemases include both serine hydrolases, such as the class A KPC -lactamases, as well as the class B metallo--lactamases MBLs, such as NDM-1, which has spread globally since its appearance just five years ago. This project will prepare and evaluate atypically substituted bicyclic -lactams, including both carbapenems and penams, to assess the potential to further develop these -lactam scaffolds as poor substrates andor inhibitors of the MBLs. The project is guided by recent structural data on acyl-enzymes of key penicillin-binding proteins PBPs, particularly including PBP3 from Pseudomonas aeruginosa and Acinetobacter baumannii, as well as complexes of hydrolyzed antibiotics with the MBLs, particularly including complexes of NDM-1. The positions to be modified represent positions that have not been extensively examined, due to synthetic difficulty. Several collaborators including, Peter Oeschlaeger, Robert Bonomo, German Bou, and Natalie Strynadka will provide kinetic, microbiological, and structural information, respectively, on the interactions of the newly synthesized antibiotics and the MBLs."
"8640933","    DESCRIPTION (provided by applicant): The modern world has experienced enormous growth in obesity, a disease associated with increased incidence of and mortality from diabetes, cardiovascular disease and cancer. Even moderate weight loss in the range of 5-10% has been shown to prevent the long-term consequences of obesity. Unfortunately, the current treatment options for obesity remain limited in both their application and effect.  Our preliminary data indicate that sarcolemmal ATP-sensitive K+ (KATP) channels limit muscle energy expenditure under physiological workload, while KATP channel deficit provokes an extra energy cost of muscle performance. Inefficient fuel metabolism in KATP channel-deficient muscles reduces body fat deposits promoting a lean phenotype. The current proposal builds on this finding to determine the mechanisms by which KATP channel function affects skeletal muscle performance, and adipose tissue mobilization.  We hypothesize that membrane potential modulation, due to KATP channel opening in response to a physiological workload, limits calcium and sodium inward currents and thus energy consumption related to ion homeostasis and contraction continuation. Under conditions of surplus calorie intake this promotes weight gain. Conversely, disruption of KATP channel function would result in exaggerated cellular calcium turnover, causing increased energy consumption and activation of calcium/calmodulin dependent protein kinase (Ca2+/CaMKII). We propose, that induction of CaMKII triggers both Akt-dependent production and Ca2+- dependent secretion of a signaling peptide - musclin. This peptide is known for its ability to modulate clearance of atrial natriuretic peptide (ANP) - a potet activator of lipolysis. In this way, musclin signaling could translate increased activity related energy consumption into adipose tissue mobilization. The goal of this project is to directly study the molecular mechanism of KATP channel control of activity- related energy consumption and the mechanism of consequent adipose tissue mobilization and body weight reduction.  The proposed investigation will be performed across multiple models - biochemical and electrophysiological studies on cellular and isolated organ levels will be used to verify molecular mechanisms for findings obtained on the whole body level. Understanding these mechanisms will provide novel avenues for targeted management and prevention of obesity and related diseases.        "
"8675250","   DESCRIPTION (provided by applicant): In crowded visual scenes, attention is needed to selectively process information from relevant stimuli and to filter out irrelevant distracters. Accordingly, studies in humans and animals have shown that neurons in several different brain structures show enhanced responses when attention is directed into their receptive fields. However, there is still little understanding of how these ubiquitous attentional effects are actually generated through the interactions among these structures, particularly when the attentional cues arise from cognitive factors and task demands. To design an effective neural prosthesis or to treat people with attentional disorders, we need a better understanding of attention at the systems level. Three key structures thought to provide feedback to visual cortex that mediates attentional effects are the prefrontal cortex, the posterior parietal cortex and the pulvinar. In the planned experiments, we will compare the roles of each of these three structures in providing feedback to area V4 in visual cortex. Area V4 plays a central role in the relay of visual information along the ventral stream that underlies object recognition, and we have previously shown that V4 neuronal responses are modulated by attention and that damage to V4 causes attentional impairments. We have also recently shown that neurons in prefrontal cortex have attentional latencies that are short enough to mediate some of the attentional effects on V4 neuronal responses, and that prefrontal neurons have coherent activity with cells in V4. This coherent activity is time-shifted across a wide range of frequencies by about 10 ms, which may be the critical time to allow for functional interactions. In Aim 1, we will add recordings from the posterior parietal cortex to the prefrontal recordings, to compare the roles of these two structures in modulating activity in V4. The pulvinar provides an alternative anatomical route for signals from prefrontal and parietal cortex to influence V4. Therefore, in Aim 2, we will record simultaneously in the pulvinar and area V4, to test whether pulvinar neuronal properties are consistent with this feedback role. However, neurophysiological recordings alone can only provide evidence for correlations in activity, not for causality. Therefore, in Aim 3, we will supplement the neural recordings with suppression of activity in prefrontal and parietal cortex and pulvinar, to test causal hypotheses about the role of feedback from each structure in modulating V4 responses. For these experiments, we will use techniques that we and our collaborators have recently developed for the optogenetic suppression of neural activity using the proton pump, Arch-T, which is delivered by lentivirus. With Arch-T we will be able to suppress activity with resolution in the tens of milliseconds, at critical time points, to gain new mechanistic insights into the feedback to V4. In total, we expect these studies to give us the best account so far of how the interactions among multiple brain structures leads to effective visual processing with attention.       "
"8645559","PROJECT SUMMARY: The Biostatistics and Data Management Core (Core E) proposal here is part of a Program Project Grant (PPG) application to elucidate mechanisms of brain degeneration in hereditary and sporadic frontotemporal dementias (FTD) or frontotemporal lobar degeneration (FTLD). This core supports all data management, statistical, and computing needs, as well as maintains the PPG database for data from patient-oriented studies for all Cores and Projects 1-4 within this PPG. The  provided services includes: (a) support for data form/questionnaire design and development, database development and management, data entry, database audit trail, database security, database backup, and stringent data quality control procedures;(b) computing and programming support for all PPG activities, including implementation and integration of hardware and software upgrades necessary for data management and research, as well as routine and archival off-site backup of computing systems  central to the PPG, including the PPG database;(c) biostatistical support for all study aspects from inception to publication, including development of study design, performing sample size and power calculations, randomization schemes, and performing analyses of PPG data;and (d) development of new statistical methodologies where needed for data analysis. Thus, Core E plays an important and significant role that is critical to the progress of research and the conduct of studies in this PPG. The studies proposed in this Core taken together with the complementary studies conducted in the other Cores and all 4 Projects in this PPG will lead to a better understanding of the neurodegenerative mechanisms underiying FTLD with tau pathology and FTLD with TDP-43 pathology which is likely to enhance efforts to develop better diagnostics and therapeutic interventions for these disorders."
"8660058","    DESCRIPTION (provided by applicant): Developing a Diabetes Numeracy Intervention for American Indians/Alaska Natives Project Summary Patients with diabetes must engage in a variety of self-care behaviors, including appropriate dietary practices, blood glucose self-monitoring, and medication management. Important to each of these behaviors is the capacity to understand and use numbers (e.g., counting carbohydrates). Referred to as ""numeracy,"" such abilities are associated with a variety of diabetes self-care behaviors and outcomes (e.g., glycemic control).  Although the prevalence of diabetes has raised nationwide, American Indians and Alaska Natives (AI/ANs) are diagnosed with diabetes at 2-3 times the rate of non-Hispanic Whites. And, yet, Native people are at risk for limitations in the numerical skills that are criticl for diabetes management. Although deficits in numeracy are widespread, such limitations are particularly common among racial/ethnic minorities and individuals with limited income and education. As a result of restricted educational opportunities and high rates of poverty in many AI/AN communities, Native people with diabetes are at risk for limitations in diabetes-related numeracy.  Despite evidence of a link between numeracy and health, no interventions aimed at improving health- related numeracy have been published. The goal of the proposed project is to develop and pilot test an intervention to improve diabetes-related numerical skills among AI/ANs with diabetes. The aims of the project are the following: (1) To develop a culturally appropriate intervention to teach the numerical skills required for successful diabetes self-management;(2) To assess change in numeracy skills following intervention;and (3) To explore change in diabetes self-efficacy, self-care behavior, and clinical outcomes following intervention and to assess whether change in numeracy predicts change in these secondary outcomes.  The INTervention to Enhance Numeracy in Diabetes (INTEND) will be adapted from two existing numeracy curricula - Extending Mathematical Power (EMPower) and Statistics for Action (SfA) - which were developed to teach adults the math skills needed to manage everyday numerical tasks. The project team, which includes experts in AI/AN health and diabetes numeracy as well as the developers of EMPower and SfA, will adapt these curricula to address diabetes management among AI/ANs. The INTEND will be tested in a randomized controlled trial involving 130 AI/AN patients with diabetes from Yakama Indian Health Center in Toppenish, WA. Analyses will assess whether patients who participate in the INTEND show significantly greater improvement in numeracy, self-efficacy, self-care behavior, and clinical outcomes than do control patients.  As no interventions designed to improve health-related numeracy have been reported in the literature, this innovative project will advance science related to numeracy and highlight a new avenue for intervening with AI/ANs and other populations at risk for diabetes and its complications. As similar numerical skills are required in the management of other serious health problems, such as cardiovascular disease and hypertension, the results of this work may inform the development of effective interventions for other conditions as well.        "
"8690788","    DESCRIPTION (provided by applicant): The focus of this proposal is to develop further potential glycomarkers we have identified for pancreatic cancer and breast cancer, as well as to discover new glycomarkers by detailed glycomic analysis of the tumor initiating cells (TIC) of pancreatic and breast cancer and of tumor-associated ""stellate"" cells that surround pancreatic cancer. Clearly, developing biomarkers for pancreatic and breast cancer is of critical importance in the early detection of cancers. During the first cycle of the NCI U01 focused on Glycans and Cancer, we analyzed pancreatic ductal fluid from those with pancreatic ductal adenocarcinoma and controls using glycomic analysis tools developed in our NCRR Resource for Biomedical Glycomics. We have identified several potential glycomarkers that will be developed in this competitive renewal application. Most notably, we have identified a unique N-glycan that shows promise as a sensitive and specific marker of pancreatic adenocarcinoma. In addition, we developed a Targeted Glycoproteomics technology and used it to identify potential markers in invasive ductal breast carcinoma tissue. Two glycoprotein glycomarkers were identified and verified in serum samples. A newly devised sandwich ELISA to detect the specific glycoform of one of these markers shows promise in distinguishing serum from patients with breast cancer and those with benign polycystic disease. In the discovery Aim of this proposal, we will prepare TIC from pancreatic adenocarcinoma by cell sorting and apply glycomics technologies to identify differences between TIC and differentiated tumor cells. A similar strategy will be utilize using cultured breast cancer cell lines. As we have during the first cycle of the U01, we will exploit these differences by devising serum assays to identify potential glycoprotein glycoform markers. Similarly, we will analyze tumor-associated fibroblastic ""stellate"" cells from pancreatic cancers and grown in culture for potential glycomarkers. These cells surround these cancers and may, therefore, secrete or release potential glycomarkers for the cancer that can be detected in serum.            "
"8939807","Previously we have studies the contribution of histone modifications, DNA methylation and their regulatory enzymes to transcriptional regulation in a variety of cellular systems. Our latest efforts have focused on how histone variants contribute to the regulation of chromatin structure and transcription.    Nucleosomes are present throughout the genome and must be dynamically regulated to accommodate binding of transcription factors and RNA polymerase machineries by various mechanisms. Despite the development of protocols and techniques that have enabled us to map nucleosome occupancy genome-wide, the dynamic properties of nucleosomes remain poorly understood, particularly in mammalian cells. The histone variant H3.3 is incorporated into chromatin independently of DNA replication and requires displacement of existing nucleosomes for its deposition. However, it is not clear how deposition of the histone variant is regulated. We developed a system to study the DNA replication-independent turnover of nucleosomes containing the histone variant H3.3 in mammalian cells. By measuring the genome-wide incorporation of H3.3 at different time points following epitope-tagged H3.3 expression, we find three categories of H3.3-nucleosome turnover in vivo: rapid turnover, intermediate turnover and, specifically at telomeres, slow turnover. Our data indicate that H3.3-containing nucleosomes at enhancers and promoters undergo rapid turnover that is associated with active histone modification marks including H3K4me1, H3K4me3, H3K9ac, H3K27ac and the histone variant H2A.Z. The rate of turnover is negatively correlated with H3K27me3 at regulatory regions and with H3K36me3 at gene bodies.  In addition, we have worked with our collaborators using model systems including Drosophila flies and chicken to investigate the contribution of chromatin and epigenetic mechanisms to cellular memory and differentiation."
